Creation Time,Marketplace Type,ProFinder Service Category,Top Level Service Category,Secondary Service Category,Use Profile Location,Available to Work Remotely,Pricing Info Provided,Status,Media
Tue Sep 02 14:34:15 UTC 2025,SERVICE_MARKETPLACE,,,"Project Management, Telecommunications, IT Consulting, Application Development, Web Development, Software Testing, Cloud Application Development",true,true,false,ACTIVE,https://www.linkedin.com/services/page/40315933a3234b599b
